DT_GERACAO,HH_GERACAO,ANO_ELEICAO,CD_TIPO_ELEICAO,NM_TIPO_ELEICAO,NR_TURNO,CD_ELEICAO,DS_ELEICAO,DT_ELEICAO,TP_ABRANGENCIA,SG_UF,SG_UE,NM_UE,CD_MUNICIPIO,NM_MUNICIPIO,NR_ZONA,CD_CARGO,DS_CARGO,SQ_CANDIDATO,NR_CANDIDATO,NM_CANDIDATO,NM_URNA_CANDIDATO,NM_SOCIAL_CANDIDATO,CD_SITUACAO_CANDIDATURA,DS_SITUACAO_CANDIDATURA,CD_DETALHE_SITUACAO_CAND,DS_DETALHE_SITUACAO_CAND,TP_AGREMIACAO,NR_PARTIDO,SG_PARTIDO,NM_PARTIDO,SQ_COLIGACAO,NM_COLIGACAO,DS_COMPOSICAO_COLIGACAO,CD_SIT_TOT_TURNO,DS_SIT_TOT_TURNO,ST_VOTO_EM_TRANSITO,QT_VOTOS_NOMINAIS
27/09/2020,01:07:02,2016,2,Eleição Ordinária,1,220,ELEIÇÕES MUNICIPAIS 2016,02/10/2016,M,MS,90514,CAMPO GRANDE,90514,CAMPO GRANDE,36,13,Vereador,120000002280,77864,ADA SABRINA PEDROSO MARTINS,SABRINA,#NULO#,12,APTO,2,DEFERIDO,Coligação,77,SD,Solidariedade,120000000167,JUNTOS POR CAMPO GRANDE III,SD / PSL / PRB,5,SUPLENTE,N,4
27/09/2020,01:07:02,2016,2,Eleição Ordinária,1,220,ELEIÇÕES MUNICIPAIS 2016,02/10/2016,M,MS,90514,CAMPO GRANDE,90514,CAMPO GRANDE,54,13,Vereador,120000002280,77864,ADA SABRINA PEDROSO MARTINS,SABRINA,#NULO#,12,APTO,2,DEFERIDO,Coligação,77,SD,Solidariedade,120000000167,JUNTOS POR CAMPO GRANDE III,SD / PSL / PRB,5,SUPLENTE,N,11
27/09/2020,01:07:02,2016,2,Eleição Ordinária,1,220,ELEIÇÕES MUNICIPAIS 2016,02/10/2016,M,MS,90514,CAMPO GRANDE,90514,CAMPO GRANDE,44,13,Vereador,120000002874,14777,ADALTRO ALBINELI PINTO,ALBINELI,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,14,PTB,Partido Trabalhista Brasileiro,120000000202,PARTIDO ISOLADO,PTB,5,SUPLENTE,N,162
27/09/2020,01:07:02,2016,2,Eleição Ordinária,1,220,ELEIÇÕES MUNICIPAIS 2016,02/10/2016,M,MS,90514,CAMPO GRANDE,90514,CAMPO GRANDE,36,13,Vereador,120000002874,14777,ADALTRO ALBINELI PINTO,ALBINELI,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,14,PTB,Partido Trabalhista Brasileiro,120000000202,PARTIDO ISOLADO,PTB,5,SUPLENTE,N,43
27/09/2020,01:07:02,2016,2,Eleição Ordinária,1,220,ELEIÇÕES MUNICIPAIS 2016,02/10/2016,M,MS,90514,CAMPO GRANDE,90514,CAMPO GRANDE,53,13,Vereador,120000002874,14777,ADALTRO ALBINELI PINTO,ALBINELI,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,14,PTB,Partido Trabalhista Brasileiro,120000000202,PARTIDO ISOLADO,PTB,5,SUPLENTE,N,152
27/09/2020,01:07:02,2016,2,Eleição Ordinária,1,220,ELEIÇÕES MUNICIPAIS 2016,02/10/2016,M,MS,90514,CAMPO GRANDE,90514,CAMPO GRANDE,8,13,Vereador,120000002874,14777,ADALTRO ALBINELI PINTO,ALBINELI,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,14,PTB,Partido Trabalhista Brasileiro,120000000202,PARTIDO ISOLADO,PTB,5,SUPLENTE,N,83
27/09/2020,01:07:02,2016,2,Eleição Ordinária,1,220,ELEIÇÕES MUNICIPAIS 2016,02/10/2016,M,MS,90514,CAMPO GRANDE,90514,CAMPO GRANDE,35,13,Vereador,120000002874,14777,ADALTRO ALBINELI PINTO,ALBINELI,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,14,PTB,Partido Trabalhista Brasileiro,120000000202,PARTIDO ISOLADO,PTB,5,SUPLENTE,N,138
27/09/2020,01:07:02,2016,2,Eleição Ordinária,1,220,ELEIÇÕES MUNICIPAIS 2016,02/10/2016,M,MS,90514,CAMPO GRANDE,90514,CAMPO GRANDE,54,13,Vereador,120000002874,14777,ADALTRO ALBINELI PINTO,ALBINELI,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,14,PTB,Partido Trabalhista Brasileiro,120000000202,PARTIDO ISOLADO,PTB,5,SUPLENTE,N,258
27/09/2020,01:07:02,2016,2,Eleição Ordinária,1,220,ELEIÇÕES MUNICIPAIS 2016,02/10/2016,M,MS,90514,CAMPO GRANDE,90514,CAMPO GRANDE,54,13,Vereador,120000007177,15342,ADAMO DEL PINO LINO,ADAMO DEL PINO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,15,PMDB,Partido do Movimento Democrático Brasileiro,120000000479,PARTIDO ISOLADO,PMDB,5,SUPLENTE,N,4
27/09/2020,01:07:02,2016,2,Eleição Ordinária,1,220,ELEIÇÕES MUNICIPAIS 2016,02/10/2016,M,MS,90514,CAMPO GRANDE,90514,CAMPO GRANDE,35,13,Vereador,120000007177,15342,ADAMO DEL PINO LINO,ADAMO DEL PINO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,15,PMDB,Partido do Movimento Democrático Brasileiro,120000000479,PARTIDO ISOLADO,PMDB,5,SUPLENTE,N,3
27/09/2020,01:07:02,2016,2,Eleição Ordinária,1,220,ELEIÇÕES MUNICIPAIS 2016,02/10/2016,M,MS,90514,CAMPO GRANDE,90514,CAMPO GRANDE,53,13,Vereador,120000007177,15342,ADAMO DEL PINO LINO,ADAMO DEL PINO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,15,PMDB,Partido do Movimento Democrático Brasileiro,120000000479,PARTIDO ISOLADO,PMDB,5,SUPLENTE,N,2
27/09/2020,01:07:02,2016,2,Eleição Ordinária,1,220,ELEIÇÕES MUNICIPAIS 2016,02/10/2016,M,MS,90514,CAMPO GRANDE,90514,CAMPO GRANDE,44,13,Vereador,120000007177,15342,ADAMO DEL PINO LINO,ADAMO DEL PINO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,15,PMDB,Partido do Movimento Democrático Brasileiro,120000000479,PARTIDO ISOLADO,PMDB,5,SUPLENTE,N,1
27/09/2020,01:07:02,2016,2,Eleição Ordinária,1,220,ELEIÇÕES MUNICIPAIS 2016,02/10/2016,M,MS,90514,CAMPO GRANDE,90514,CAMPO GRANDE,8,13,Vereador,120000007177,15342,ADAMO DEL PINO LINO,ADAMO DEL PINO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,15,PMDB,Partido do Movimento Democrático Brasileiro,120000000479,PARTIDO ISOLADO,PMDB,5,SUPLENTE,N,0
27/09/2020,01:07:02,2016,2,Eleição Ordinária,1,220,ELEIÇÕES MUNICIPAIS 2016,02/10/2016,M,MS,90514,CAMPO GRANDE,90514,CAMPO GRANDE,36,13,Vereador,120000007177,15342,ADAMO DEL PINO LINO,ADAMO DEL PINO,#NULO#,12,APTO,2,DEFERIDO,Partido isolado,15,PMDB,Partido do Movimento Democrático Brasileiro,120000000479,PARTIDO ISOLADO,PMDB,5,SUPLENTE,N,3
27/09/2020,01:07:02,2016,2,Eleição Ordinária,1,220,ELEIÇÕES MUNICIPAIS 2016,02/10/2016,M,MS,90514,CAMPO GRANDE,90514,CAMPO GRANDE,36,13,Vereador,120000006394,55722,ADÃO GREGORIO DOS SANTOS,ADÃO COSTELINHA,#NULO#,12,APTO,2,DEFERIDO,Coligação,55,PSD,Partido Social Democrático,120000000432,SEMPRE COM A GENTE II,PSD / PPL,5,SUPLENTE,N,39
27/09/2020,01:07:02,2016,2,Eleição Ordinária,1,220,ELEIÇÕES MUNICIPAIS 2016,02/10/2016,M,MS,90514,CAMPO GRANDE,90514,CAMPO GRANDE,53,13,Vereador,120000006394,55722,ADÃO GREGORIO DOS SANTOS,ADÃO COSTELINHA,#NULO#,12,APTO,2,DEFERIDO,Coligação,55,PSD,Partido Social Democrático,120000000432,SEMPRE COM A GENTE II,PSD / PPL,5,SUPLENTE,N,19
27/09/2020,01:07:02,2016,2,Eleição Ordinária,1,220,ELEIÇÕES MUNICIPAIS 2016,02/10/2016,M,MS,90514,CAMPO GRANDE,90514,CAMPO GRANDE,54,13,Vereador,120000006394,55722,ADÃO GREGORIO DOS SANTOS,ADÃO COSTELINHA,#NULO#,12,APTO,2,DEFERIDO,Coligação,55,PSD,Partido Social Democrático,120000000432,SEMPRE COM A GENTE II,PSD / PPL,5,SUPLENTE,N,17
27/09/2020,01:07:02,2016,2,Eleição Ordinária,1,220,ELEIÇÕES MUNICIPAIS 2016,02/10/2016,M,MS,90514,CAMPO GRANDE,90514,CAMPO GRANDE,8,13,Vereador,120000006394,55722,ADÃO GREGORIO DOS SANTOS,ADÃO COSTELINHA,#NULO#,12,APTO,2,DEFERIDO,Coligação,55,PSD,Partido Social Democrático,120000000432,SEMPRE COM A GENTE II,PSD / PPL,5,SUPLENTE,N,3
27/09/2020,01:07:02,2016,2,Eleição Ordinária,1,220,ELEIÇÕES MUNICIPAIS 2016,02/10/2016,M,MS,90514,CAMPO GRANDE,90514,CAMPO GRANDE,35,13,Vereador,120000006394,55722,ADÃO GREGORIO DOS SANTOS,ADÃO COSTELINHA,#NULO#,12,APTO,2,DEFERIDO,Coligação,55,PSD,Partido Social Democrático,120000000432,SEMPRE COM A GENTE II,PSD / PPL,5,SUPLENTE,N,123
27/09/2020,01:07:02,2016,2,Eleição Ordinária,1,220,ELEIÇÕES MUNICIPAIS 2016,02/10/2016,M,MS,90514,CAMPO GRANDE,90514,CAMPO GRANDE,44,13,Vereador,120000006394,55722,ADÃO GREGORIO DOS SANTOS,ADÃO COSTELINHA,#NULO#,12,APTO,2,DEFERIDO,Coligação,55,PSD,Partido Social Democrático,120000000432,SEMPRE COM A GENTE II,PSD / PPL,5,SUPLENTE,N,11
