UF,Municipio,órgão_Concedente,Ano_de_Vigencia,Nome_Ministro,Partido_Ministro,Partido_Governador,Transferencia_percapita,Vl_Liberado
BA,SALVADOR,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PT,0.00741281012072939,108504
PI,TERESINA,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PSB,0.0343969212351,108720
AM,MANAUS,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,Patrus Ananias,PT,PMDB,0.0320703407144935,108826.5
SE,ARACAJU,PRESIDENCIA DA REPÚBLICA,2012,Gilberto Carvalho,PT,PT,0.0516678786489154,109064.02
AC,RIO BRANCO,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PT,0.157858484341631,109101.05
PE,RECIFE,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PSB,0.0118495224546753,109116.92
RJ,RIO DE JANEIRO,MINISTERIO DOS DIREITOS HUMANOS,2012,Maria do Rosário,PT,PMDB,0.00673295191131491,109285
ES,VITORIA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2015,Tereza Campello,PT,PMDB,0.0278123346813706,109300
SP,CAMPINAS,MINISTERIO DA CULTURA,2013,Marta Suplicy,PT,PSDB,0.00250478263748289,109368
SP,SAO PAULO,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PSDB,0.00261090256109255,109400
MG,BELO HORIZONTE,MINISTERIO DA JUSTICA,2015,José Eduardo Cardozo,PT,PT,0.00526827149861415,109944.09
PA,BELEM,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2009,Guilherme Cassel ,PT,PT,0.0148001216522093,109980
PA,BELEM,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2009,Guilherme Cassel ,PT,PT,0.0148028130727679,110000
MA,SAO LUIS,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PDT,0.0172762079288999,110000
MA,SAO LUIS,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PDT,0.0172762079288999,110000
BA,SALVADOR,MINISTERIO DOS DIREITOS HUMANOS,2013,Maria do Rosário,PT,PT,0.00731181855097438,110000
PI,TERESINA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2012,Tereza Campello,PT,PSB,0.0348018886668599,110000
PI,TERESINA,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PT,0.035004331825805,110100
MS,CAMPO GRANDE,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PMDB,0.0440044421593174,110235
SE,ARACAJU,PRESIDENCIA DA REPÚBLICA,2012,Gilberto Carvalho,PT,PT,0.0523007844643931,110400
SE,ARACAJU,MINISTERIO DA SAUDE,2011,Alexandre Padilha,PT,PT,0.0528475923098236,110440
AC,RIO BRANCO,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PT,0.159858391739928,110483.25
DF,BRASILIA,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PT,0.0396074968429195,110495.45
PI,TERESINA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,Patrus Ananias,PT,PT,0.0351730743245928,110630.75
PE,RECIFE,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2009,Guilherme Cassel ,PT,PSB,0.0125751170000055,110790
MA,SAO LUIS,MINISTERIO DOS DIREITOS HUMANOS,2009,Paulo Vannuchi,PT,PDT,0.0174332643646172,111000
PI,TERESINA,PRESIDENCIA DA REPÚBLICA,2011,Gilberto Carvalho,PT,PSB,0.0353833036166655,111111.11
RS,PORTO ALEGRE,MINISTERIO DA CULTURA,2012,Marta Suplicy,PT,PT,0.0103161457162612,111111.11
SE,ARACAJU,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PT,0.0506088824236153,111120
SE,ARACAJU,PRESIDENCIA DA REPÚBLICA,2013,Gilberto Carvalho,PT,PT,0.0506220902852989,111149
AC,RIO BRANCO,MINISTERIO DOS DIREITOS HUMANOS,2010,Paulo Vannuchi,PT,PT,0.151686765566811,111155
MA,SAO LUIS,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PDT,0.0174585787209261,111161.18
MG,BELO HORIZONTE,MINISTERIO DA JUSTICA,2016,José Eduardo Cardozo,PT,PT,0.00533145917497836,111262.76
MA,SAO LUIS,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,Patrus Ananias,PT,PDT,0.0174921605280112,111375
PB,JOAO PESSOA,MINISTERIO DA SAUDE,2011,Alexandre Padilha,PT,PSB,0.0294458219033551,111635
PE,RECIFE,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,Patrus Ananias,PT,PSB,0.012677838192216,111695
TO,PALMAS,MINISTERIO DOS DIREITOS HUMANOS,2009,Paulo Vannuchi,PT,PMDB,0.086510749188693,111776.3
MA,SAO LUIS,MINISTERIO DOS DIREITOS HUMANOS,2013,Maria do Rosário,PT,PMDB,0.0164729778677748,111922.37
BA,SALVADOR,PRESIDENCIA DA REPÚBLICA,2012,Gilberto Carvalho,PT,PT,0.00790104449691898,112000
MS,DOURADOS,MINISTERIO DOS DIREITOS HUMANOS,2012,Maria do Rosário,PT,PMDB,0.0447090082264575,112000
CE,FORTALEZA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,Patrus Ananias,PT,PSB,0.0131027728860109,112000
GO,GOIANIA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,Patrus Ananias,PT,PP,0.0188988070128073,112000
MS,CAMPO GRANDE,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PMDB,0.0474846748440371,112087.48
MS,DOURADOS,MINISTERIO DA EDUCACAO,2010,Fernando Haddad,PT,PMDB,0.0458174668206673,112222.6
AP,MACAPA,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PSB,0.164026532183937,112243.52
BA,FEIRA DE SANTANA,MINISTERIO DA EDUCACAO,2014,José Henrique Paim,PT,PT,0.00742544262599403,112320
PI,TERESINA,MINISTERIO DOS DIREITOS HUMANOS,2009,Paulo Vannuchi,PT,PT,0.0357832656402756,112550
BA,SALVADOR,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PT,0.00749759657200676,112794.87
MS,CAMPO GRANDE,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PMDB,0.0436236664993087,112866.16
RS,PORTO ALEGRE,PRESIDENCIA DA REPÚBLICA,2011,Gilberto Carvalho,PT,PT,0.0105367020815689,113088
AC,RIO BRANCO,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PT,0.149527007614795,113459
RS,PORTO ALEGRE,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PT,0.0105997929705006,113765.14
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PMDB,0.00701727796768787,113900
AC,RIO BRANCO,MINISTERIO DA SAUDE,2013,Alexandre Padilha,PT,PT,0.146819616646254,114000
MS,CAMPO GRANDE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,Pepe Vargas,PT,PMDB,0.0455073833733585,114000
BA,ILHEUS,MINISTERIO DA EDUCACAO,2010,Fernando Haddad,PT,PT,0.00814467452397159,114200
PB,JOAO PESSOA,PRESIDENCIA DA REPÚBLICA,2012,Gilberto Carvalho,PT,PSB,0.029997313357645,114444.88
RO,PORTO VELHO,MINISTERIO DA JUSTICA,2014,José Eduardo Cardozo,PT,PMDB,0.0663414031549913,116000
MS,CAMPO GRANDE,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PMDB,0.046908553931699,116216.13
RN,MOSSORO,MINISTERIO DA EDUCACAO,2010,Fernando Haddad,PT,PSB,0.0366927651080305,116247.56
BA,SALVADOR,MINISTERIO DA SAUDE,2014,Arthur Chioro,PT,PT,0.00769517024275023,116400
MT,CUIABA,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PMDB,0.0366259777701169,116548
CE,FORTALEZA,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PSB,0.0136747651657234,116646.54
PR,CASCAVEL,PRESIDENCIA DA REPÚBLICA,2012,Gilberto Carvalho,PT,PSDB,0.0110413135868622,116792.31
MT,CUIABA,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PMDB,0.0375502289319675,116981.58
PI,TERESINA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,Patrus Ananias,PT,PT,0.0373013027270632,117324.72
PB,JOAO PESSOA,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PSB,0.0309488816205951,117333.4
PE,RECIFE,MINISTERIO DOS DIREITOS HUMANOS,2013,Maria do Rosário,PT,PSB,0.0127792106249084,117678
ES,VITORIA,MINISTERIO DA JUSTICA,2014,José Eduardo Cardozo,PT,PSB,0.0303257281954488,117816.94
TO,PALMAS,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,Patrus Ananias,PT,PMDB,0.0912479460950071,117897
MS,CAMPO GRANDE,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PMDB,0.0455689841295977,117899.22
PR,CASCAVEL,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2008,Guilherme Cassel ,PT,PMDB,0.0111619946763834,118207.41
DF,BRASILIA,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PT,0.0424274480860547,118362.44
SE,ARACAJU,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PT,0.0566855553902008,118460.51
BA,SALVADOR,MINISTERIO DA SAUDE,2013,Alexandre Padilha,PT,PT,0.00789160122644456,118722.33
MS,CAMPO GRANDE,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PMDB,0.0503687908229535,118895.43
PI,TERESINA,MINISTERIO DA SAUDE,2014,Arthur Chioro,PT,PSB,0.0374041902916001,119495.84
GO,GOIANIA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2010,Guilherme Cassel ,PT,PP,0.0199865257505565,120000
PI,TERESINA,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PT,0.0381518603006049,120000
SP,SAO PAULO,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PSDB,0.00286565075827508,120074.26
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2016,José Eduardo Cardozo,PT,PMDB,0.00727725470367898,120438.74
PB,CAMPINA GRANDE,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PSB,0.0317981193289724,120553.03
BA,SALVADOR,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PT,0.00851403927425802,120689.41
BA,SALVADOR,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PT,0.00829377065433366,121398.94
PI,TERESINA,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PSB,0.0387460595825825,121670.88
MS,DOURADOS,MINISTERIO DA EDUCACAO,2014,José Henrique Paim,PT,PMDB,0.046570982384335,122000
AC,RIO BRANCO,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PT,0.163992631050075,122400
PI,TERESINA,MINISTERIO DOS DIREITOS HUMANOS,2011,Maria do Rosário,PT,PSB,0.0391374725217684,122900
AC,RIO BRANCO,MINISTERIO DA JUSTICA,2014,José Eduardo Cardozo,PT,PT,0.156941960584786,124000
AC,RIO BRANCO,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,Patrus Ananias,PT,PT,0.180148813830064,124506.61
PE,RECIFE,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PSB,0.0135595821274794,124864.09
RO,PORTO VELHO,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PMDB,0.0785556326339881,124904.32
PR,CASCAVEL,MINISTERIO DA EDUCACAO,2008,Fernando Haddad,PT,PMDB,0.0118033999268567,125000
PR,CURITIBA,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2009,Guilherme Cassel ,PT,PMDB,0.0116972778188638,125000
PR,CURITIBA,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2009,Guilherme Cassel ,PT,PMDB,0.0116972778188638,125000
TO,PALMAS,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PMDB,0.0967454071085429,125000
AP,MACAPA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2010,Márcia Lopes,PT,PDT,0.186932938929757,125000
AC,RIO BRANCO,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2010,Márcia Lopes,PT,PT,0.170580232070994,125000
DF,BRASILIA,MINISTERIO DA CULTURA,2013,Marta Suplicy,PT,PT,0.0448067056640336,125000
CE,FORTALEZA,MINISTERIO DA CULTURA,2012,Marta Suplicy,PT,PSB,0.0145247417355672,125000
RJ,RIO DE JANEIRO,MINISTERIO DA CULTURA,2012,Marta Suplicy,PT,PMDB,0.00770113912169432,125000
BA,SALVADOR,MINISTERIO DA CULTURA,2014,Marta Suplicy,PT,PT,0.00826371374865789,125000
MS,CAMPO GRANDE,MINISTERIO DOS DIREITOS HUMANOS,2012,Maria do Rosário,PT,PMDB,0.0500381064457616,125349.86
MS,DOURADOS,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PMDB,0.0485114149321157,125512.08
ES,VITORIA,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PSB,0.0327205064586184,125626
RN,NATAL,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2009,Guilherme Cassel ,PT,PSB,0.0401232685086824,125888.4
PI,TERESINA,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PT,0.0400953796507515,126113
PI,TERESINA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2015,Patrus Ananias,PT,PT,0.0394075956889266,126263.04
AP,MACAPA,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PSB,0.180812236437915,126315.79
RJ,RIO DE JANEIRO,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,Patrus Ananias,PT,PMDB,0.00789485403545402,126400
MA,SAO LUIS,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2015,Patrus Ananias,PT,PCdoB,0.0183220718975482,126500
PR,PONTA GROSSA,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2010,Guilherme Cassel ,PT,PMDB,0.0121456749161199,126796
RS,PORTO ALEGRE,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PT,0.0117751067419345,126825
MG,BELO HORIZONTE,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,Patrus Ananias,PT,PSDB,0.00634252793984526,127064.08
SP,SAO JOSE DO RIO PRETO,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PSDB,0.00305122387966804,127850
SC,FLORIANOPOLIS,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PMDB,0.0208980831520461,127870
PB,JOAO PESSOA,MINISTERIO DOS DIREITOS HUMANOS,2011,Maria do Rosário,PT,PSB,0.0337538510234227,127967.6
RS,PORTO ALEGRE,PRESIDENCIA DA REPÚBLICA,2011,Gilberto Carvalho,PT,PT,0.0119637335002986,128404
BA,SALVADOR,MINISTERIO DA EDUCACAO,2011,Fernando Haddad,PT,PT,0.00912158349384242,128590
AC,RIO BRANCO,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PT,0.172567409144197,128800
PI,TERESINA,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PT,0.0411404226908189,129400
GO,GOIANIA,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2010,Guilherme Cassel ,PT,PP,0.0216021032487265,129700
PE,RECIFE,MINISTERIO DA SAUDE,2013,Alexandre Padilha,PT,PSB,0.014095595940729,129800
MG,BELO HORIZONTE,MINISTERIO DA JUSTICA,2015,José Eduardo Cardozo,PT,PT,0.00622509949039012,129912.23
AP,MACAPA,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PSB,0.189860646119179,129921.83
AP,MACAPA,MINISTERIO DA DEFESA,2011,Celso Amorim,PT,PSB,0.189974879475552,130000
CE,FORTALEZA,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PSB,0.0152250711264138,130141
PI,TERESINA,MINISTERIO DA SAUDE,2014,Arthur Chioro,PT,PSB,0.0408119965518083,130382.82
BA,SALVADOR,PRESIDENCIA DA REPÚBLICA,2011,Gilberto Carvalho,PT,PT,0.00924938355361259,130391.64
AP,MACAPA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2009,Guilherme Cassel ,PT,PDT,0.209145830972744,131052.66
PB,JOAO PESSOA,MINISTERIO DA SAUDE,2014,Arthur Chioro,PT,PSB,0.0333174014962404,131400
PR,MARINGA,MINISTERIO DA EDUCACAO,2010,Fernando Haddad,PT,PMDB,0.012598655829854,131524.94
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PMDB,0.00812095470713646,131814.18
SC,LAGES,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2010,Guilherme Cassel ,PT,PMDB,0.0211210746402777,132000
MA,SAO LUIS,MINISTERIO DA JUSTICA,2014,José Eduardo Cardozo,PT,PMDB,0.0192675864895684,132000
TO,PALMAS,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2010,Guilherme Cassel ,PT,PMDB,0.0960726529921869,132912
SC,FLORIANOPOLIS,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PMDB,0.0217364906484878,133000
BA,SALVADOR,MINISTERIO DO TURISMO,2010,Luiz Barretto Filho,PT,PT,0.00948547908658688,133000
MT,CUIABA,PRESIDENCIA DA REPÚBLICA,2012,Gilberto Carvalho,PT,PMDB,0.0427128887542146,133065
AC,RIO BRANCO,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PT,0.19272903005504,133201.2
SP,MARILIA,MINISTERIO DA SAUDE,2011,Alexandre Padilha,PT,PSDB,0.00321130369636663,133548.14
PE,RECIFE,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PSB,0.0145263184757644,133766.33
SP,SAO PAULO,MINISTERIO DA EDUCACAO,2011,Fernando Haddad,PT,PSDB,0.0032395871275978,134724.36
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2014,José Eduardo Cardozo,PT,PMDB,0.00819711875939825,134934.19
RS,PORTO ALEGRE,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PT,0.0126421678653321,135685.48
SC,FLORIANOPOLIS,MINISTERIO DA EDUCACAO,2010,Fernando Haddad,PT,PMDB,0.0217531067980739,135950
DF,BRASILIA,PRESIDENCIA DA REPÚBLICA,2012,Gilberto Carvalho,PT,PT,0.0514216932247751,136192
PR,CASCAVEL,MINISTERIO DA EDUCACAO,2008,Fernando Haddad,PT,PMDB,0.0128868679999347,136474.11
TO,PALMAS,MINISTERIO DA JUSTICA,2015,José Eduardo Cardozo,PT,PMDB,0.0902445935189549,136731.93
BA,SALVADOR,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2010,Guilherme Cassel ,PT,PT,0.00978309847382207,137173.05
PI,TERESINA,MINISTERIO DA SAUDE,2013,Alexandre Padilha,PT,PSB,0.0431168789566876,137291.3
MA,SAO LUIS,MINISTERIO DA EDUCACAO,2014,José Henrique Paim,PT,PMDB,0.0200904934312127,137637.64
BA,SALVADOR,MINISTERIO DOS DIREITOS HUMANOS,2013,Maria do Rosário,PT,PT,0.00915741594217069,137765.42
PI,TERESINA,MINISTERIO DOS DIREITOS HUMANOS,2013,Maria do Rosário,PT,PSB,0.0432838112083352,137822.84
RS,PORTO ALEGRE,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PT,0.0123792106497619,138202.04
PB,JOAO PESSOA,MINISTERIO DA EDUCACAO,2011,Fernando Haddad,PT,PSB,0.0365583456425406,138600
AC,RIO BRANCO,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PT,0.182888231991629,138773.03
ES,VITORIA,MINISTERIO DA SAUDE,2014,Arthur Chioro,PT,PSB,0.0357493560570278,138888
SP,SAO PAULO,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PSDB,0.00318087996682093,138888.89
AC,RIO BRANCO,PRESIDENCIA DA REPÚBLICA,2012,Gilberto Carvalho,PT,PT,0.183644940734278,139347.21
SP,SAO PAULO,MINISTERIO DA SAUDE,2011,Alexandre Padilha,PT,PSDB,0.00335562465211394,139550
BA,FEIRA DE SANTANA,MINISTERIO DA EDUCACAO,2010,Fernando Haddad,PT,PT,0.00995844932243725,139631.72
RJ,RIO DE JANEIRO,PRESIDENCIA DA REPÚBLICA,2012,Gilberto Carvalho,PT,PMDB,0.00860315814474014,139641
PI,TERESINA,MINISTERIO DOS DIREITOS HUMANOS,2009,Paulo Vannuchi,PT,PT,0.0444148061011183,139699
SC,FLORIANOPOLIS,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PMDB,0.0228519158265023,139825
RJ,RIO DE JANEIRO,MINISTERIO DA SAUDE,2013,Alexandre Padilha,PT,PMDB,0.0085526586275341,140000
AP,MACAPA,MINISTERIO DA DEFESA,2013,Celso Amorim,PT,PSB,0.19047722708695,140000
MS,CAMPO GRANDE,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2009,Guilherme Cassel ,PT,PMDB,0.0593095185846376,140000
GO,GOIANIA,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PP,0.0236235087660091,140000
DF,BRASILIA,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PT,0.0529914571543783,140349.57
AP,MACAPA,MINISTERIO DA EDUCACAO,2011,Fernando Haddad,PT,PSB,0.206263617910832,141146.4
SC,FLORIANOPOLIS,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2009,Guilherme Cassel ,PT,PMDB,0.0230848067977361,141250
AC,RIO BRANCO,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2009,Guilherme Cassel ,PT,PT,0.204562948901223,141380
SE,ARACAJU,MINISTERIO DA EDUCACAO,2011,Fernando Haddad,PT,PT,0.0676800509909402,141436.62
BA,SALVADOR,MINISTERIO DO TURISMO,2010,Luiz Barretto Filho,PT,PT,0.0100883419040224,141453
PB,JOAO PESSOA,MINISTERIO DA SAUDE,2011,Alexandre Padilha,PT,PSB,0.0373537534289935,141615.55
MS,CAMPO GRANDE,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PMDB,0.0573157500452068,142000
MS,CAMPO GRANDE,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PMDB,0.0573766984836351,142151
PE,RECIFE,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PSB,0.0159203397414049,142185
DF,BRASILIA,MINISTERIO DA SAUDE,2013,Alexandre Padilha,PT,PT,0.0516173249249667,144000
SP,SAO PAULO,MINISTERIO DA EDUCACAO,2010,Fernando Haddad,PT,PSDB,0.00349072630378627,144000
SP,SAO PAULO,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PSDB,0.00346932898952872,144278.61
SC,LAGES,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2009,Guilherme Cassel ,PT,PMDB,0.0236061557087787,144440
DF,BRASILIA,MINISTERIO DA JUSTICA,2014,José Eduardo Cardozo,PT,PT,0.0507221358223962,144678.4
RO,PORTO VELHO,MINISTERIO DA EDUCACAO,2011,Fernando Haddad,PT,PMDB,0.0917819899861902,144687.24
PR,PONTA GROSSA,MINISTERIO DA EDUCACAO,2008,Fernando Haddad,PT,PMDB,0.0136906408198018,144986.2
CE,SOBRAL,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PSB,0.016848700413258,145000
PA,BELEM,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2009,Guilherme Cassel ,PT,PT,0.0195130655011021,145001.98
PE,RECIFE,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PSB,0.0163598999323504,145027.29
PR,GUARAPUAVA,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2008,Guilherme Cassel ,PT,PMDB,0.0137138755764899,145232.26
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2015,José Eduardo Cardozo,PT,PMDB,0.00877998243386233,145308.92
PI,TERESINA,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PT,0.0462464133277165,145460
CE,FORTALEZA,PRESIDENCIA DA REPÚBLICA,2011,Gilberto Carvalho,PT,PSB,0.0170561747645796,145490.16
MT,CUIABA,PRESIDENCIA DA REPÚBLICA,2012,Gilberto Carvalho,PT,PMDB,0.0467240194958104,145561.02
BA,ILHEUS,MINISTERIO DA EDUCACAO,2014,José Henrique Paim,PT,PT,0.00966264281102189,146160.72
BA,SALVADOR,MINISTERIO DO TURISMO,2010,Luiz Barretto Filho,PT,PT,0.0104304610256641,146250
BA,SALVADOR,MINISTERIO DA SAUDE,2011,Alexandre Padilha,PT,PT,0.0103778494840123,146300
MS,CAMPO GRANDE,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PMDB,0.062375329273738,147236.84
DF,BRASILIA,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PT,0.0556702920712304,147444.55
MT,CACERES,MINISTERIO DA EDUCACAO,2011,Fernando Haddad,PT,PMDB,0.0481005194641372,147950.56
GO,GOIANIA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2010,Guilherme Cassel ,PT,PP,0.0246435894467813,147961.22
RJ,RIO DE JANEIRO,MINISTERIO DA SAUDE,2013,Alexandre Padilha,PT,PMDB,0.0090413819776789,148000
AM,MANAUS,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PMDB,0.0437568770151434,148483.23
RS,PORTO ALEGRE,MINISTERIO DA SAUDE,2014,Arthur Chioro,PT,PT,0.0132503229598919,148500
SP,MARILIA,MINISTERIO DA SAUDE,2011,Alexandre Padilha,PT,PSDB,0.0035771697004912,148763.37
PA,BELEM,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2009,Guilherme Cassel ,PT,PT,0.0200771899416231,149194
MS,CAMPO GRANDE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2008,Guilherme Cassel ,PT,PMDB,0.0639025229681797,149280
PE,RECIFE,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PSB,0.0162196035206411,149359.03
AM,MANAUS,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2010,Guilherme Cassel ,PT,PMDB,0.0429769340841273,149600
GO,GOIANIA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2010,Guilherme Cassel ,PT,PP,0.0249223648390377,149635
AC,RIO BRANCO,MINISTERIO DA JUSTICA,2014,José Eduardo Cardozo,PT,PT,0.189465460744892,149696.85
RJ,NITEROI,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2009,Guilherme Cassel ,PT,PMDB,0.00936870586041136,149997
CE,CRATO,MINISTERIO DA EDUCACAO,2012,Aloizio Mercadante,PT,PSB,0.0174296900826806,150000
CE,FORTALEZA,MINISTERIO DA SAUDE,2014,Arthur Chioro,PT,PSB,0.0169629701753666,150000
DF,BRASILIA,PRESIDENCIA DA REPÚBLICA,2012,Gilberto Carvalho,PT,PT,0.0566351473193452,150000
MS,CAMPO GRANDE,PRESIDENCIA DA REPÚBLICA,2012,Gilberto Carvalho,PT,PMDB,0.059878136017577,150000
