UF,Municipio,órgão_Concedente,Ano_de_Vigencia,Partido_Ministro_Partido_Governador,UFMinistro_Ufdestino,Vl_Liberado
AM,MANAUS,MINISTERIO DA EDUCACAO,2013,nao,nao,522700
MA,SAO LUIS,MINISTERIO DA EDUCACAO,2013,nao,nao,564216
CE,FORTALEZA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,nao,nao,463530
CE,FORTALEZA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,nao,nao,5710035.09
AC,RIO BRANCO,MINISTERIO DA CULTURA,2015,nao,nao,459572.25
PR,CASCAVEL,MINISTERIO DA EDUCACAO,2013,nao,nao,589473.44
PR,CASCAVEL,MINISTERIO DA EDUCACAO,2013,nao,nao,235101
MG,MONTES CLAROS,MINISTERIO DO ESPORTE,2013,nao,nao,368421.05
MT,CACERES,MINISTERIO DA EDUCACAO,2014,nao,nao,488620
SP,CAMPINAS,MINISTERIO DOS DIREITOS HUMANOS,2013,nao,nao,1042528
PR,CASCAVEL,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2013,nao,nao,404200
TO,PALMAS,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2013,nao,nao,152866.51
ES,VITORIA,MINISTERIO DOS DIREITOS HUMANOS,2013,nao,nao,299109.36
PR,CURITIBA,MINISTERIO DA JUSTICA,2013,nao,nao,337814.41
PA,BELEM,MINISTERIO DO ESPORTE,2013,nao,nao,1034775
PR,CURITIBA,MINISTERIO DA JUSTICA,2013,nao,nao,2529492.3
MS,CAMPO GRANDE,MINISTERIO DA JUSTICA,2013,nao,nao,3986581.63
ES,VITORIA,MINISTERIO DOS DIREITOS HUMANOS,2013,nao,nao,1388502.5
PR,CURITIBA,MINISTERIO DOS DIREITOS HUMANOS,2013,nao,nao,265483.42
AL,MACEIO,MINISTERIO DOS DIREITOS HUMANOS,2013,nao,nao,568270.75
MS,CAMPO GRANDE,MINISTERIO DA CULTURA,2013,nao,nao,250000
PR,MARINGA,MINISTERIO DA EDUCACAO,2013,nao,nao,1223819.63
PR,GUARAPUAVA,MINISTERIO DA EDUCACAO,2013,nao,nao,570391.67
TO,PALMAS,MINISTERIO DA JUSTICA,2013,nao,nao,245000
PE,RECIFE,MINISTERIO DA JUSTICA,2013,nao,nao,1050866.28
MS,DOURADOS,MINISTERIO DA EDUCACAO,2013,nao,nao,660000
BA,SALVADOR,MINISTERIO DO ESPORTE,2013,nao,nao,327507.78
MT,CUIABA,MINISTERIO DAS CIDADES,2013,nao,nao,11275.21
PR,LONDRINA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2013,nao,nao,389000
MA,SAO LUIS,MINISTERIO DA EDUCACAO,2013,nao,nao,315200
ES,VITORIA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2013,nao,nao,534685.82
MG,BELO HORIZONTE,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2013,nao,nao,2500000
MS,CAMPO GRANDE,MINISTERIO DA CULTURA,2015,nao,nao,770000
PE,RECIFE,MINISTERIO DA EDUCACAO,2013,nao,nao,170000.09
MG,BELO HORIZONTE,MINISTERIO DA JUSTICA,2013,nao,nao,155949.84
MS,CAMPO GRANDE,PRESIDENCIA DA REPÚBLICA,2013,nao,nao,1009299.5
PR,LONDRINA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2013,nao,nao,670000
RO,PORTO VELHO,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,nao,nao,995618.5
RO,PORTO VELHO,MINISTERIO DA SAUDE,2013,nao,nao,1266000
AM,MANAUS,MINISTERIO DA JUSTICA,2013,nao,nao,3405787.41
CE,FORTALEZA,MINISTERIO DA EDUCACAO,2013,nao,nao,25000
MG,MONTES CLAROS,MINISTERIO DA EDUCACAO,2014,nao,nao,390054.74
BA,SALVADOR,MINISTERIO DAS CIDADES,2013,nao,nao,213525.78
CE,FORTALEZA,MINISTERIO DA JUSTICA,2013,nao,nao,710762.87
GO,GOIANIA,MINISTERIO DA JUSTICA,2013,nao,nao,15480203.45
PE,RECIFE,MINISTERIO DO ESPORTE,2013,nao,nao,531241.39
PI,TERESINA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2013,nao,nao,280000
SP,SAO PAULO,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2013,nao,nao,856908
MT,CUIABA,MINISTERIO DAS CIDADES,2013,nao,nao,337540.02
MT,CUIABA,MINISTERIO DAS CIDADES,2013,nao,nao,788299.47
MT,CUIABA,MINISTERIO DAS CIDADES,2013,nao,nao,370175
PR,JACAREZINHO,MINISTERIO DA EDUCACAO,2014,nao,nao,181500
AM,MANAUS,MINISTERIO DO ESPORTE,2013,nao,nao,191234.34
PR,CURITIBA,MINISTERIO DO ESPORTE,2013,nao,nao,164709.18
AL,MACEIO,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2013,nao,nao,9301165.63
AM,MANAUS,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2013,nao,nao,8087300
PB,JOAO PESSOA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2013,nao,nao,8610000
PE,RECIFE,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2013,nao,nao,9000000
RN,NATAL,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2013,nao,nao,6899454.11
TO,PALMAS,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2013,nao,nao,5587172
CE,FORTALEZA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2013,nao,nao,4531210
MA,SAO LUIS,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2013,nao,nao,7545450
AP,MACAPA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2013,nao,nao,8623822.34
SP,SAO PAULO,MINISTERIO DA EDUCACAO,2014,nao,nao,200089.15
PB,CAMPINA GRANDE,MINISTERIO DA EDUCACAO,2013,nao,nao,470898
AM,MANAUS,MINISTERIO DA JUSTICA,2013,nao,nao,2550000
AC,RIO BRANCO,MINISTERIO DAS CIDADES,2013,nao,nao,98200
PR,CASCAVEL,MINISTERIO DA EDUCACAO,2013,nao,nao,222000
PR,CURITIBA,MINISTERIO DAS CIDADES,2013,nao,nao,597.29
PR,CURITIBA,MINISTERIO DAS CIDADES,2013,nao,nao,129283.23
AL,MACEIO,MINISTERIO DA JUSTICA,2013,nao,nao,44775
AL,MACEIO,MINISTERIO DA SAUDE,2013,nao,nao,839396.72
AL,MACEIO,MINISTERIO DA SAUDE,2013,nao,nao,4596860
PR,PONTA GROSSA,MINISTERIO DA EDUCACAO,2013,nao,nao,724901.26
MG,BELO HORIZONTE,MINISTERIO DOS DIREITOS HUMANOS,2013,nao,nao,234000
DF,BRASILIA,MINISTERIO DO TURISMO,2013,nao,nao,398850
PE,RECIFE,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2013,nao,nao,1355563.44
MG,BELO HORIZONTE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,nao,nao,830207.27
AL,MACEIO,MINISTERIO DA JUSTICA,2013,nao,nao,1135999.9
CE,FORTALEZA,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2013,nao,nao,550000
PE,RECIFE,MINISTERIO DA EDUCACAO,2013,nao,nao,149359.03
PR,CURITIBA,MINISTERIO DAS CIDADES,2013,nao,nao,122130.63
PR,CURITIBA,MINISTERIO DAS CIDADES,2013,nao,nao,479755.41
PE,OLINDA,MINISTERIO DO TURISMO,2013,nao,nao,408393.27
BA,SALVADOR,MINISTERIO DO ESPORTE,2013,nao,nao,2226891.2
RO,PORTO VELHO,MINISTERIO DA DEFESA,2013,nao,nao,1088631.58
PE,OLINDA,MINISTERIO DO TURISMO,2013,nao,nao,433000
SP,SAO PAULO,MINISTERIO DOS DIREITOS HUMANOS,2013,nao,nao,695414.74
AP,MACAPA,MINISTERIO DA JUSTICA,2013,nao,nao,2496868
MG,BELO HORIZONTE,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2013,nao,nao,1250000
AM,MANAUS,MINISTERIO DO MEIO AMBIENTE,2013,nao,nao,1666667
CE,FORTALEZA,MINISTERIO DOS DIREITOS HUMANOS,2013,nao,nao,546956.36
AM,MANAUS,PRESIDENCIA DA REPÚBLICA,2013,nao,nao,158787.14
PE,RECIFE,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2013,nao,nao,123989984.69
MG,BELO HORIZONTE,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2013,nao,nao,143277900.31
RN,NATAL,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2013,nao,nao,32091065.78
MA,SAO LUIS,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2013,nao,nao,17013684.7
PB,JOAO PESSOA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2013,nao,nao,88078834.15
CE,FORTALEZA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2013,nao,nao,96731302.53
AL,MACEIO,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2013,nao,nao,170255575.93
AC,RIO BRANCO,MINISTERIO DO TRABALHO E PREVIDENCIA SOCIAL,2013,nao,nao,597737.48
RJ,RIO DE JANEIRO,MINISTERIO DA SAUDE,2013,nao,nao,152600
AM,MANAUS,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2013,nao,nao,402240
PE,RECIFE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,nao,nao,451325.99
PE,RECIFE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,nao,nao,469801
AM,MANAUS,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,nao,nao,16200
PE,RECIFE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,nao,nao,566559.68
PE,RECIFE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,nao,nao,464844.49
AM,MANAUS,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,nao,nao,21600
PE,RECIFE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,nao,nao,510000
SP,SAO PAULO,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,nao,nao,420750
AP,MACAPA,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2013,nao,nao,390000
AP,MACAPA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,nao,nao,425000
PE,RECIFE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,nao,nao,585870.3
AP,MACAPA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,nao,nao,380730
RO,PORTO VELHO,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,nao,nao,297000
CE,FORTALEZA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,nao,nao,405428
AM,MANAUS,MINISTERIO DA JUSTICA,2013,nao,nao,434029.92
PB,JOAO PESSOA,MINISTERIO DOS DIREITOS HUMANOS,2013,nao,nao,450860.87
PB,CAMPINA GRANDE,MINISTERIO DA EDUCACAO,2014,nao,nao,1781409.69
PI,TERESINA,MINISTERIO DA EDUCACAO,2014,nao,nao,2571938
MS,DOURADOS,MINISTERIO DA EDUCACAO,2014,nao,nao,2368426.25
RJ,RIO DE JANEIRO,MINISTERIO DA EDUCACAO,2014,nao,nao,700000
PE,RECIFE,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2013,nao,nao,1083350
MG,BELO HORIZONTE,MINISTERIO DA EDUCACAO,2014,nao,nao,83500
RJ,CAMPOS DOS GOYTACAZES,MINISTERIO DA EDUCACAO,2014,nao,nao,1124905
MT,CACERES,MINISTERIO DA EDUCACAO,2014,nao,nao,2369286.23
ES,VITORIA,MINISTERIO DOS DIREITOS HUMANOS,2013,nao,nao,106250
MG,BELO HORIZONTE,MINISTERIO DO TRABALHO E PREVIDENCIA SOCIAL,2013,nao,nao,941506.61
PB,JOAO PESSOA,MINISTERIO DA JUSTICA,2013,nao,nao,66500
RN,NATAL,MINISTERIO DA JUSTICA,2013,nao,nao,230333.05
MA,SAO LUIS,MINISTERIO DA JUSTICA,2013,nao,nao,670278.39
TO,PALMAS,MINISTERIO DA JUSTICA,2013,nao,nao,888849.39
GO,GOIANIA,MINISTERIO DA JUSTICA,2013,nao,nao,4159271.29
AM,MANAUS,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2013,nao,nao,381916.3
MS,CAMPO GRANDE,MINISTERIO DA CULTURA,2014,nao,nao,250000
RJ,RIO DE JANEIRO,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2013,nao,nao,330378.8
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2013,nao,nao,366688.53
DF,BRASILIA,MINISTERIO DA CULTURA,2015,nao,nao,2095860
PA,BELEM,MINISTERIO DA SAUDE,2013,nao,nao,190000
CE,FORTALEZA,MINISTERIO DO ESPORTE,2013,nao,nao,12315621.05
SC,FLORIANOPOLIS,MINISTERIO DA JUSTICA,2013,nao,nao,2041660
RO,PORTO VELHO,MINISTERIO DAS CIDADES,2013,nao,nao,198120.31
AM,MANAUS,MINISTERIO DA SAUDE,2013,nao,nao,2560000
RJ,RIO DE JANEIRO,MINISTERIO DA SAUDE,2013,nao,nao,148000
TO,PALMAS,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,nao,nao,373073
AP,MACAPA,PRESIDENCIA DA REPÚBLICA,2013,nao,nao,200000
PI,TERESINA,MINISTERIO DA INTEGRACAO NACIONAL,2015,nao,nao,448612
AL,MACEIO,MINISTERIO DA JUSTICA,2013,nao,nao,11255.5
ES,VITORIA,MINISTERIO DA JUSTICA,2013,nao,nao,829292.87
GO,GOIANIA,MINISTERIO DA JUSTICA,2013,nao,nao,499428
MA,SAO LUIS,MINISTERIO DA JUSTICA,2013,nao,nao,652047
PA,BELEM,MINISTERIO DA JUSTICA,2013,nao,nao,775993
PI,TERESINA,MINISTERIO DA JUSTICA,2013,nao,nao,696112.39
PR,CURITIBA,MINISTERIO DA JUSTICA,2013,nao,nao,89514.3
PR,CURITIBA,MINISTERIO DA JUSTICA,2013,nao,nao,88958.65
SC,FLORIANOPOLIS,MINISTERIO DA JUSTICA,2013,nao,nao,1044040
TO,PALMAS,MINISTERIO DA JUSTICA,2013,nao,nao,60095
ES,VITORIA,MINISTERIO DO TURISMO,2013,nao,nao,293630.4
PE,RECIFE,MINISTERIO DA JUSTICA,2013,nao,nao,500016.73
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2013,nao,nao,982345
MT,CUIABA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,nao,nao,249931.7
ES,VITORIA,MINISTERIO DA JUSTICA,2013,nao,nao,693821
GO,GOIANIA,MINISTERIO DA JUSTICA,2013,nao,nao,489833.66
ES,VITORIA,PRESIDENCIA DA REPÚBLICA,2013,nao,nao,232000
CE,FORTALEZA,MINISTERIO DA EDUCACAO,2013,nao,nao,4749944.37
GO,GOIANIA,MINISTERIO DA JUSTICA,2013,nao,nao,7168191.77
CE,FORTALEZA,MINISTERIO DO TURISMO,2013,nao,nao,629690.43
CE,FORTALEZA,MINISTERIO DA JUSTICA,2013,nao,nao,642646
PR,CURITIBA,MINISTERIO DO TURISMO,2013,nao,nao,916834.8
PB,JOAO PESSOA,MINISTERIO DA JUSTICA,2013,nao,nao,3983025
ES,VITORIA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2013,nao,nao,481826.96
AP,MACAPA,MINISTERIO DA INTEGRACAO NACIONAL,2013,nao,nao,290866.66
BA,SALVADOR,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2013,nao,nao,1276378.96
AC,RIO BRANCO,MINISTERIO DA INTEGRACAO NACIONAL,2013,nao,nao,452408.2
AL,MACEIO,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2013,nao,nao,827790
AC,RIO BRANCO,MINISTERIO DO TURISMO,2013,nao,nao,172406.7
SP,SAO PAULO,MINISTERIO DO TURISMO,2013,nao,nao,606842.33
MS,CAMPO GRANDE,MINISTERIO DA SAUDE,2013,nao,nao,2000000
AM,MANAUS,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2013,nao,nao,220617
MA,SAO LUIS,MINISTERIO DOS DIREITOS HUMANOS,2013,nao,nao,850681.42
TO,PALMAS,MINISTERIO DA JUSTICA,2013,nao,nao,525188.65
PE,RECIFE,MINISTERIO DA INTEGRACAO NACIONAL,2013,nao,nao,378613.3
AM,MANAUS,MINISTERIO DA JUSTICA,2013,nao,nao,549954
GO,GOIANIA,MINISTERIO DA JUSTICA,2013,nao,nao,338305
AP,MACAPA,MINISTERIO DO TRABALHO E PREVIDENCIA SOCIAL,2014,nao,nao,705250
PB,JOAO PESSOA,MINISTERIO DA JUSTICA,2013,nao,nao,36801367.16
PE,RECIFE,MINISTERIO DA SAUDE,2014,nao,nao,263975.84
GO,GOIANIA,MINISTERIO DA SAUDE,2013,nao,nao,262500
PB,CAMPINA GRANDE,MINISTERIO DA SAUDE,2013,nao,nao,1700000
AL,MACEIO,MINISTERIO DA SAUDE,2013,nao,nao,277400
ES,VITORIA,MINISTERIO DA SAUDE,2014,nao,nao,277778
AP,MACAPA,MINISTERIO DA SAUDE,2014,nao,nao,263158
PE,RECIFE,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2013,nao,nao,2533728.93
AC,RIO BRANCO,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2013,nao,nao,3062706.05
PB,JOAO PESSOA,MINISTERIO DA JUSTICA,2013,nao,nao,69382
GO,GOIANIA,MINISTERIO DA JUSTICA,2013,nao,nao,534014.28
PI,TERESINA,MINISTERIO DA SAUDE,2014,nao,nao,576000
BA,SALVADOR,MINISTERIO DAS CIDADES,2013,nao,nao,432450.65
BA,SALVADOR,MINISTERIO DAS CIDADES,2013,nao,nao,175106.43
BA,SALVADOR,MINISTERIO DAS CIDADES,2013,nao,nao,296862.59
BA,SALVADOR,MINISTERIO DAS CIDADES,2013,nao,nao,388439.49
BA,SALVADOR,MINISTERIO DAS CIDADES,2013,nao,nao,512254.96
PE,RECIFE,MINISTERIO DAS CIDADES,2013,nao,nao,216497.15
RJ,RIO DE JANEIRO,PRESIDENCIA DA REPÚBLICA,2013,nao,nao,500000
AM,MANAUS,MINISTERIO DA DEFESA,2013,nao,nao,263157.89
AM,MANAUS,MINISTERIO DA DEFESA,2013,nao,nao,263157.89
AM,MANAUS,MINISTERIO DA DEFESA,2013,nao,nao,263157.89
AM,MANAUS,MINISTERIO DA DEFESA,2013,nao,nao,263157.89
RN,NATAL,MINISTERIO DA JUSTICA,2013,nao,nao,3398343.12
PR,CURITIBA,MINISTERIO DA JUSTICA,2013,nao,nao,129703.8
ES,VITORIA,MINISTERIO DA JUSTICA,2013,nao,nao,125626
TO,PALMAS,MINISTERIO DA JUSTICA,2013,nao,nao,31500
MT,CUIABA,MINISTERIO DA JUSTICA,2013,nao,nao,16.38
SC,FLORIANOPOLIS,MINISTERIO DA JUSTICA,2013,nao,nao,678975.6
TO,PALMAS,MINISTERIO DA JUSTICA,2013,nao,nao,36000
RN,NATAL,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2014,nao,nao,100101
RN,NATAL,MINISTERIO DA JUSTICA,2013,nao,nao,219544.71
AP,MACAPA,MINISTERIO DA JUSTICA,2013,nao,nao,1662971.31
RN,NATAL,MINISTERIO DA JUSTICA,2013,nao,nao,3106583.13
CE,FORTALEZA,MINISTERIO DA JUSTICA,2013,nao,nao,2909303.95
RO,PORTO VELHO,MINISTERIO DA JUSTICA,2013,nao,nao,1650287
GO,GOIANIA,MINISTERIO DA JUSTICA,2013,nao,nao,2780303
CE,FORTALEZA,PRESIDENCIA DA REPÚBLICA,2013,nao,nao,708960
MA,SAO LUIS,MINISTERIO DA JUSTICA,2013,nao,nao,415200
RR,BOA VISTA,MINISTERIO DA JUSTICA,2013,nao,nao,1812701.46
PB,JOAO PESSOA,PRESIDENCIA DA REPÚBLICA,2013,nao,nao,703500
PA,BELEM,MINISTERIO DA JUSTICA,2013,nao,nao,1079242.82
SC,FLORIANOPOLIS,MINISTERIO DA JUSTICA,2013,nao,nao,2007146.56
PR,CURITIBA,MINISTERIO DA JUSTICA,2013,nao,nao,891407.94
ES,VITORIA,MINISTERIO DA JUSTICA,2013,nao,nao,291319.22
PE,RECIFE,MINISTERIO DA INTEGRACAO NACIONAL,2014,nao,nao,2000000
RJ,RIO DE JANEIRO,MINISTERIO DA SAUDE,2013,nao,nao,2290746.4
AM,MANAUS,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2013,nao,nao,2600000
RR,BOA VISTA,MINISTERIO DA JUSTICA,2013,nao,nao,1814682.39
PE,RECIFE,MINISTERIO DA SAUDE,2013,nao,nao,437850
BA,SALVADOR,MINISTERIO DO TURISMO,2013,nao,nao,299000
PR,CURITIBA,MINISTERIO DO MEIO AMBIENTE,2013,nao,nao,916157
GO,GOIANIA,MINISTERIO DA JUSTICA,2013,nao,nao,1049235.34
GO,GOIANIA,MINISTERIO DA JUSTICA,2013,nao,nao,85887.9
PB,JOAO PESSOA,MINISTERIO DA JUSTICA,2013,nao,nao,21006
PB,JOAO PESSOA,MINISTERIO DA JUSTICA,2013,nao,nao,8208513
PB,JOAO PESSOA,MINISTERIO DA JUSTICA,2013,nao,nao,21485
TO,PALMAS,MINISTERIO DA JUSTICA,2013,nao,nao,1526541
AL,MACEIO,MINISTERIO DA JUSTICA,2013,nao,nao,299772
RR,BOA VISTA,MINISTERIO DA JUSTICA,2013,nao,nao,2057715.31
GO,GOIANIA,MINISTERIO DA JUSTICA,2013,nao,nao,5440832.14
PB,JOAO PESSOA,MINISTERIO DA JUSTICA,2013,nao,nao,7441426.02
RJ,RIO DE JANEIRO,MINISTERIO DA SAUDE,2013,nao,nao,8910000
PI,TERESINA,MINISTERIO DAS CIDADES,2013,nao,nao,265544.61
PA,BELEM,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2013,nao,nao,165000
TO,PALMAS,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2013,nao,nao,130225.95
PB,JOAO PESSOA,MINISTERIO DA JUSTICA,2013,nao,nao,10946
TO,PALMAS,MINISTERIO DOS DIREITOS HUMANOS,2013,nao,nao,157938.6
CE,FORTALEZA,MINISTERIO DOS DIREITOS HUMANOS,2013,nao,nao,174505.37
MG,BELO HORIZONTE,MINISTERIO DA JUSTICA,2013,nao,nao,381211.11
AL,MACEIO,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,nao,nao,1381112.5
RO,PORTO VELHO,MINISTERIO DA JUSTICA,2013,nao,nao,24749
GO,GOIANIA,MINISTERIO DA JUSTICA,2013,nao,nao,474235.89
TO,PALMAS,MINISTERIO DA JUSTICA,2013,nao,nao,562820.88
GO,GOIANIA,MINISTERIO DA JUSTICA,2013,nao,nao,8682845.4
GO,GOIANIA,MINISTERIO DA JUSTICA,2013,nao,nao,588294.19
PA,BELEM,MINISTERIO DA JUSTICA,2013,nao,nao,785075
PB,JOAO PESSOA,MINISTERIO DA JUSTICA,2013,nao,nao,732495
MG,BELO HORIZONTE,PRESIDENCIA DA REPÚBLICA,2013,nao,nao,466000
MS,CAMPO GRANDE,MINISTERIO DA JUSTICA,2013,nao,nao,393898
AM,MANAUS,MINISTERIO DA JUSTICA,2013,nao,nao,409800
MT,CUIABA,MINISTERIO DA JUSTICA,2013,nao,nao,528912.13
TO,PALMAS,MINISTERIO DOS DIREITOS HUMANOS,2013,nao,nao,888975
PR,CURITIBA,MINISTERIO DA JUSTICA,2013,nao,nao,251724
AM,MANAUS,MINISTERIO DO ESPORTE,2013,nao,nao,2588230
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2013,nao,nao,405572
PR,CURITIBA,MINISTERIO DA JUSTICA,2013,nao,nao,431588
PR,CASCAVEL,MINISTERIO DA SAUDE,2013,nao,nao,225000
AP,MACAPA,MINISTERIO DA JUSTICA,2013,nao,nao,459179.78
AL,MACEIO,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,nao,nao,1802383.44
RN,NATAL,MINISTERIO DA JUSTICA,2013,nao,nao,5792222.2
RN,NATAL,MINISTERIO DA JUSTICA,2013,nao,nao,600000
MT,CUIABA,MINISTERIO DA JUSTICA,2013,nao,nao,598246
MS,CAMPO GRANDE,MINISTERIO DA JUSTICA,2013,nao,nao,572894.97
SC,FLORIANOPOLIS,MINISTERIO DA JUSTICA,2013,nao,nao,281937
PA,BELEM,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2013,nao,nao,1080000
AM,MANAUS,MINISTERIO DA JUSTICA,2013,nao,nao,1775423
GO,GOIANIA,MINISTERIO DA JUSTICA,2013,nao,nao,3508200
AL,MACEIO,MINISTERIO DA JUSTICA,2013,nao,nao,1391170.3
MA,SAO LUIS,MINISTERIO DA JUSTICA,2013,nao,nao,2039001.95
MG,BELO HORIZONTE,MINISTERIO DA JUSTICA,2013,nao,nao,403248
MS,CAMPO GRANDE,MINISTERIO DA JUSTICA,2013,nao,nao,71222.8
PA,BELEM,MINISTERIO DA JUSTICA,2013,nao,nao,2717727
GO,GOIANIA,MINISTERIO DA JUSTICA,2013,nao,nao,1478015.82
PA,BELEM,MINISTERIO DA JUSTICA,2013,nao,nao,470831
MG,BELO HORIZONTE,MINISTERIO DA JUSTICA,2013,nao,nao,44993.26
SC,FLORIANOPOLIS,MINISTERIO DA JUSTICA,2013,nao,nao,2527600
RR,BOA VISTA,MINISTERIO DA JUSTICA,2013,nao,nao,520772
ES,VITORIA,MINISTERIO DA JUSTICA,2013,nao,nao,187941.9
PR,LONDRINA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2013,nao,nao,2719227.1
ES,VITORIA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2013,nao,nao,2447644.18
PR,LONDRINA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2013,nao,nao,283783.33
CE,FORTALEZA,MINISTERIO DA JUSTICA,2013,nao,nao,409626.09
ES,VITORIA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2013,nao,nao,1110534
MG,BELO HORIZONTE,MINISTERIO DO TURISMO,2013,nao,nao,367340.66
GO,GOIANIA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2013,nao,nao,341258.69
PE,RECIFE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,nao,nao,480200
MT,CUIABA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,nao,nao,679980
PB,JOAO PESSOA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,nao,nao,437329.2
