UF,Municipio,órgão_Concedente,Ano_de_Vigencia,Nome_Ministro,Partido_Ministro,Partido_Governador,Governo_Base_Aliada,Partido_Ministro_Partido_Governador,UFMinistro_Ufdestino,Transferencia_percapita,Vl_Liberado
BA,SALVADOR,MINISTERIO DA SAUDE,2011,Alexandre Padilha,PT,PT,sim,sim,nao,0.0173791737770541,245000
PE,RECIFE,MINISTERIO DO MEIO AMBIENTE,2012,Izabella Teixeira,sem_partido,PSB,sim,nao,nao,0.0274180956548339,244871.78
PB,JOAO PESSOA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2012,Tereza Campello,PT,PSB,sim,nao,nao,0.0641713412059381,244824.64
AC,RIO BRANCO,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2009,Guilherme Cassel ,PT,PT,sim,sim,nao,0.353767442398847,244500
PE,RECIFE,MINISTERIO DA CULTURA,2012,Marta Suplicy,PT,PSB,sim,nao,nao,0.0273527302792019,244288
SC,FLORIANOPOLIS,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PMDB,sim,nao,nao,0.0399024767015055,244153
AM,MANAUS,MINISTERIO DA SAUDE,2009,José Gomes Temporão,PMDB,PMDB,sim,sim,nao,0.0718997757096266,243982.47
AC,RIO BRANCO,MINISTERIO DA EDUCACAO,2010,Fernando Haddad,PT,PT,sim,sim,nao,0.332790665303844,243866.67
BA,SALVADOR,MINISTERIO DO ESPORTE,2011,Aldo Rebelo,PCdoB,PT,sim,nao,nao,0.0172905045230896,243750
PI,TERESINA,MINISTERIO DO ESPORTE,2012,Aldo Rebelo,PCdoB,PSB,sim,nao,nao,0.0771178214777009,243750
PI,TERESINA,MINISTERIO DO ESPORTE,2012,Aldo Rebelo,PCdoB,PSB,sim,nao,nao,0.0771178214777009,243750
PI,TERESINA,MINISTERIO DO ESPORTE,2012,Aldo Rebelo,PCdoB,PSB,sim,nao,nao,0.0771178214777009,243750
PB,JOAO PESSOA,MINISTERIO DO TURISMO,2011,Gastão Vieira,PMDB,PSB,sim,nao,nao,0.0642936273475417,243750
PB,JOAO PESSOA,MINISTERIO DO TURISMO,2011,Gastão Vieira,PMDB,PSB,sim,nao,nao,0.0642936273475417,243750
PI,TERESINA,MINISTERIO DA INTEGRACAO NACIONAL,2010,João Santana,PMDB,PT,sim,nao,nao,0.0780454213910481,243424.84
AC,RIO BRANCO,MINISTERIO DOS DIREITOS HUMANOS,2012,Maria do Rosário,PT,PT,sim,sim,nao,0.32060819519601,243273.01
RO,PORTO VELHO,MINISTERIO DO TRABALHO E EMPREGO,2012,Brizola Neto,PDT,PMDB,sim,nao,nao,0.152954916664099,243200
SE,ARACAJU,MINISTERIO DA SAUDE,2011,Alexandre Padilha,PT,PT,sim,sim,nao,0.116329839031134,243104.12
RJ,NITEROI,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2014,Laudemir André Müller,sem_partido,PMDB,sim,nao,nao,0.014768084874632,243100
RR,BOA VISTA,MINISTERIO DA SAUDE,2015,Marcelo Castro,PMDB,PP,sim,nao,nao,0.480555308356323,243000
SE,ARACAJU,MINISTERIO DA EDUCACAO,2012,Aloizio Mercadante,PT,PT,sim,sim,nao,0.114916287951823,242573
TO,PALMAS,MINISTERIO DA JUSTICA,2010,Luiz Paulo Barreto,sem_partido,PMDB,sim,nao,nao,0.175242744061417,242440.1
BA,VITORIA DA CONQUISTA,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PT,sim,sim,nao,0.0170945446744456,242321
AP,MACAPA,MINISTERIO DA EDUCACAO,2009,Fernando Haddad,PT,PDT,sim,nao,nao,0.385904303959886,241811.11
PR,LONDRINA,MINISTERIO DA EDUCACAO,2010,Fernando Haddad,PT,PMDB,sim,nao,nao,0.0231586168858369,241766.72
MS,CAMPO GRANDE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2008,Guilherme Cassel ,PT,PMDB,sim,nao,nao,0.103469776863417,241711.4
MT,CUIABA,MINISTERIO DA JUSTICA,2014,José Eduardo Cardozo,PT,PMDB,sim,nao,nao,0.0748760388505367,241427.08
GO,GOIANIA,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PP,sim,nao,nao,0.0407335335706934,241399.14
SP,CAMPINAS,MINISTERIO DA EDUCACAO,2012,Aloizio Mercadante,PT,PSDB,nao,nao,sim,0.00575941740501631,241326.61
MT,CUIABA,MINISTERIO DOS DIREITOS HUMANOS,2013,Maria do Rosário,PT,PMDB,sim,nao,nao,0.0758076504511311,241228.51
RN,NATAL,MINISTERIO DA EDUCACAO,2010,Fernando Haddad,PT,PSB,sim,nao,nao,0.0758831084427327,240407.78
AM,MANAUS,PRESIDENCIA DA REPÚBLICA,2010,Franklin Martins,sem_partido,PMDB,sim,nao,nao,0.0690287413992267,240284.7
BA,VITORIA DA CONQUISTA,MINISTERIO DA EDUCACAO,2014,José Henrique Paim,PT,PT,sim,sim,nao,0.015880306651212,240211.41
ES,VITORIA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2014,Neri Geller,PP,PSB,sim,nao,nao,0.0618118458737586,240142.05
BA,SALVADOR,MINISTERIO DOS DIREITOS HUMANOS,2013,Maria do Rosário,PT,PT,sim,sim,nao,0.0159530586566714,240000
CE,FORTALEZA,MINISTERIO DA CULTURA,2012,Marta Suplicy,PT,PSB,sim,nao,nao,0.027887504132289,240000
AP,MACAPA,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2008,Sérgio Machado Rezende,PSB,PDT,sim,nao,nao,0.391412411687575,240000
PB,CAMPINA GRANDE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2015,Patrus Ananias,PT,PSB,sim,nao,nao,0.0603657618620604,239785
AP,MACAPA,MINISTERIO DA DEFESA,2011,Celso Amorim,PT,PSB,sim,nao,nao,0.349429563890744,239115
PE,RECIFE,MINISTERIO DOS DIREITOS HUMANOS,2012,Maria do Rosário,PT,PSB,sim,nao,nao,0.0267431117672008,238843.48
DF,BRASILIA,MINISTERIO DO TURISMO,2012,Gastão Vieira,PMDB,PT,sim,nao,nao,0.0900566804554372,238518
BA,SALVADOR,MINISTERIO DO ESPORTE,2009,Orlando Silva,PCdoB,PT,sim,nao,nao,0.0162937807654438,238498
SC,FLORIANOPOLIS,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2015,Patrus Ananias,PT,PSD,sim,nao,nao,0.0348303830806885,237515
AC,RIO BRANCO,MINISTERIO DA SAUDE,2014,Arthur Chioro,PT,PT,sim,sim,nao,0.300594480958763,237500
TO,PALMAS,MINISTERIO DA EDUCACAO,2010,Fernando Haddad,PT,PMDB,sim,nao,nao,0.171493863542889,237253.7
RN,NATAL,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2008,Guilherme Cassel ,PT,PSB,sim,nao,nao,0.0763706248008164,237240
PI,TERESINA,PRESIDENCIA DA REPÚBLICA,2012,Gilberto Carvalho,PT,PSB,sim,nao,nao,0.0750281041070025,237144.93
MT,CUIABA,MINISTERIO DA SAUDE,2014,Arthur Chioro,PT,PMDB,sim,nao,nao,0.0735030271151737,237000
BA,SALVADOR,MINISTERIO DAS CIDADES,2014,Gilberto Occhi,PP,PT,sim,nao,nao,0.015633472165928,236477.7
RS,PORTO ALEGRE,PRESIDENCIA DA REPÚBLICA,2012,Gilberto Carvalho,PT,PT,sim,sim,nao,0.0219207782516912,236100
BA,SALVADOR,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PT,sim,sim,nao,0.0161226297303258,235992.8
SP,CAMPINAS,MINISTERIO DA EDUCACAO,2010,Fernando Haddad,PT,PSDB,nao,nao,sim,0.00570998464080426,235549.2
MG,BELO HORIZONTE,MINISTERIO DA EDUCACAO,2015,Aloizio Mercadante,PT,PT,sim,sim,nao,0.0112868656872186,235546.74
PI,TERESINA,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2009,Sérgio Machado Rezende,PSB,PT,sim,nao,nao,0.0748094394061027,235300
PI,TERESINA,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2008,Sérgio Machado Rezende,PSB,PT,sim,nao,nao,0.0753278283115315,235000
RN,NATAL,MINISTERIO DA EDUCACAO,2009,Fernando Haddad,PT,PSB,sim,nao,nao,0.0746940231219289,234355.56
PE,OLINDA,MINISTERIO DO TURISMO,2010,Luiz Barretto Filho,PT,PSB,sim,nao,nao,0.026614273345072,234100
AC,RIO BRANCO,MINISTERIO DO ESPORTE,2011,Aldo Rebelo,PCdoB,PT,sim,nao,nao,0.313515324066321,234000
PI,TERESINA,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PSB,sim,nao,nao,0.0739751856206189,233816.92
AP,MACAPA,MINISTERIO DA INTEGRACAO NACIONAL,2009,Geddel Vieira Lima,PMDB,PDT,sim,nao,nao,0.372996110812325,233722.72
